InstallmentRate,CreditHistory,Collateral,CheckingAccount,CreditAmount,EmploymentSince,Purpose,Capacity,Terms,Property,OtherDebtors,ForeignWorker,CreditRisk,Housing,ExistingCredits,Duration,ResidenceSince,Job,PersonalStatusSex,Capital,OtherInstallmentPlans,Age,SavingsAccount,LiablePeople,Character,Income
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,_1to4_years,business,low,long,car_or_other,none,yes,Bad,own,1,Short,2,skilled_employee_official,male_married_widowed,high,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,lt0,Low,lt1_year,radio_television,high,long,real_estate,none,yes,Bad,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,Critical_account__other_credits_elsewhere,good,_0to200,Low,lt1_year,furniture_equipment,high,medium,real_estate,none,yes,Good,own,2,Medium,2,unskilled__resident,male_single,low,stores,Young,ge1000_DM,2,bad,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,furniture_equipment,high,long,real_estate,none,yes,Bad,rent,1,Short,2,unskilled__resident,male_single,low,bank,Young,lt100_DM,1,good,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,furniture_equipment,low,long,car_or_other,none,yes,Good,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,_500to1000_DM,1,good,high
4,Existing_credits_paid_duly_till_now,good,lt0,Low,lt1_year,radio_television,medium,long,car_or_other,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,high,stores,Young,lt100_DM,1,good,medium
2,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,furniture_equipment,medium,medium,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,skilled_employee_official,male_single,medium,stores,Middle,lt100_DM,1,good,medium
3,Existing_credits_paid_duly_till_now,good,_0to200,Medium,ge7_years,business,medium,short,building_society_savings__life_insurance,none,yes,Good,own,2,Medium,2,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,ge7_years,furniture_equipment,low,long,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,medium,none,Young,lt100_DM,1,bad,high
2,Delay_in_paying_off_in_the_past,none,_0to200,Medium,_4to7_years,furniture_equipment,medium,medium,car_or_other,none,yes,Good,own,2,Medium,4,skilled_employee_official,female_divorced_separated_married,low,none,Middle,_500to1000_DM,1,good,high
1,Critical_account__other_credits_elsewhere,none,ge200,Low,ge7_years,car_new,medium,long,real_estate,none,no,Good,own,2,Short,4,skilled_employee_official,male_single,low,none,Middle,lt100_DM,2,good,high
4,Critical_account__other_credits_elsewhere,none,lt0,Low,_4to7_years,business,medium,long,real_estate,none,yes,Good,own,2,Short,1,skilled_employee_official,male_single,low,none,Young,_100to500_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,good,_0to200,Low,lt1_year,domestic_appliances,medium,short,real_estate,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,unknown__no_savings,1,good,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,furniture_equipment,low,long,building_society_savings__life_insurance,co_applicant,yes,Good,own,1,Short,2,unskilled__resident,male_single,low,none,Young,lt100_DM,2,good,low
4,Critical_account__other_credits_elsewhere,none,No_Checking,Low,_1to4_years,car_new,high,medium,car_or_other,none,yes,Good,own,2,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Middle,ge1000_DM,1,good,high
3,All_credits_at_this_bank_paid_duly,none,lt0,Low,lt1_year,radio_television,medium,long,unknown__no_property,co_applicant,yes,Good,for_free,1,Short,4,management_self_employed_highly_qualified_officer,male_single,low,bank,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,radio_television,high,short,car_or_other,none,yes,Good,own,1,Medium,2,skilled_employee_official,male_single,medium,none,Young,lt100_DM,1,good,low
3,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,car_new,low,short,unknown__no_property,none,yes,Bad,for_free,1,Short,2,management_self_employed_highly_qualified_officer,male_single,high,none,Young,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,none,_0to200,Medium,_4to7_years,radio_television,high,medium,building_society_savings__life_insurance,none,yes,Good,own,2,Medium,3,skilled_employee_official,male_single,medium,none,Young,unknown__no_savings,1,good,low
3,Existing_credits_paid_duly_till_now,some,_0to200,Medium,_4to7_years,car_used,medium,medium,car_or_other,none,yes,Good,own,1,Short,3,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,lt100_DM,1,good,medium
2,Existing_credits_paid_duly_till_now,none,_0to200,Medium,_1to4_years,car_used,medium,medium,unknown__no_property,none,yes,Good,for_free,1,Short,4,skilled_employee_official,male_divorced_separated,medium,none,Middle,unknown__no_savings,1,good,high
4,Critical_account__other_credits_elsewhere,good,No_Checking,Low,ge7_years,car_new,medium,long,real_estate,none,yes,Good,own,2,Medium,4,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,bad,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,unemployed,radio_television,low,long,car_or_other,none,yes,Good,own,2,Short,4,unemployed_unskilled__non_resident,female_divorced_separated_married,medium,none,Old,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_4to7_years,furniture_equipment,low,short,car_or_other,none,yes,Bad,own,1,Short,3,skilled_employee_official,male_divorced_separated,low,none,Middle,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,education,high,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,medium,none,Middle,lt100_DM,1,good,high
4,Critical_account__other_credits_elsewhere,none,No_Checking,Low,_4to7_years,business,high,medium,unknown__no_property,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,2,good,medium
2,Existing_credits_paid_duly_till_now,none,No_Checking,High,_1to4_years,business,low,long,car_or_other,none,yes,Bad,own,1,Medium,2,skilled_employee_official,male_single,medium,none,Young,lt100_DM,1,bad,medium
4,Critical_account__other_credits_elsewhere,none,_0to200,Medium,ge7_years,car_new,low,long,car_or_other,none,yes,Good,own,2,Medium,4,management_self_employed_highly_qualified_officer,male_single,high,none,Young,lt100_DM,1,good,medium
3,All_credits_at_this_bank_paid_duly,good,_0to200,Medium,lt1_year,car_used,medium,medium,real_estate,guarantor,yes,Good,rent,2,Medium,4,skilled_employee_official,male_single,low,bank,Middle,unknown__no_savings,2,good,medium
4,Critical_account__other_credits_elsewhere,none,lt0,Low,ge7_years,business,low,long,car_or_other,none,yes,Good,own,4,Medium,4,management_self_employed_highly_qualified_officer,male_single,low,stores,Middle,lt100_DM,2,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,radio_television,medium,medium,car_or_other,none,yes,Good,own,2,Short,4,skilled_employee_official,male_single,medium,none,Middle,lt100_DM,1,bad,high
4,Critical_account__other_credits_elsewhere,good,lt0,Low,_1to4_years,car_new,high,long,building_society_savings__life_insurance,none,no,Good,own,2,Short,4,unskilled__resident,male_single,medium,bank,Middle,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,none,No_Checking,Low,_1to4_years,car_used,high,short,car_or_other,none,yes,Good,own,2,Medium,4,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,good,high
4,Critical_account__other_credits_elsewhere,some,_0to200,Low,_1to4_years,radio_television,high,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,low
3,Delay_in_paying_off_in_the_past,some,_0to200,Medium,_4to7_years,car_used,medium,short,car_or_other,none,yes,Good,own,1,Medium,2,management_self_employed_highly_qualified_officer,male_single,low,stores,Young,unknown__no_savings,2,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,radio_television,low,long,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,management_self_employed_highly_qualified_officer,female_divorced_separated_married,medium,none,Young,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,none,_0to200,Low,_4to7_years,furniture_equipment,high,medium,building_society_savings__life_insurance,none,no,Good,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,ge1000_DM,1,bad,high
1,Existing_credits_paid_duly_till_now,some,_0to200,Low,_4to7_years,furniture_equipment,medium,short,real_estate,none,yes,Good,rent,1,Short,4,unskilled__resident,female_divorced_separated_married,low,bank,Young,unknown__no_savings,1,bad,medium
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,furniture_equipment,low,medium,car_or_other,co_applicant,yes,Bad,own,1,Short,3,skilled_employee_official,male_single,medium,none,Middle,lt100_DM,1,bad,high
2,Critical_account__other_credits_elsewhere,none,lt0,Low,ge7_years,car_new,medium,long,building_society_savings__life_insurance,guarantor,yes,Bad,rent,1,Short,4,skilled_employee_official,male_single,low,bank,Middle,lt100_DM,1,good,medium
2,Critical_account__other_credits_elsewhere,some,_0to200,Low,lt1_year,car_new,high,long,real_estate,none,yes,Good,own,2,Short,4,skilled_employee_official,male_divorced_separated,low,none,Middle,unknown__no_savings,1,bad,medium
2,Critical_account__other_credits_elsewhere,good,_0to200,Medium,ge7_years,car_used,low,long,unknown__no_property,none,yes,Good,for_free,2,Medium,4,skilled_employee_official,male_single,low,none,Middle,unknown__no_savings,1,good,high
4,Existing_credits_paid_duly_till_now,some,_0to200,Low,_1to4_years,radio_television,medium,long,real_estate,none,yes,Good,rent,1,Short,2,skilled_employee_official,male_married_widowed,low,none,Middle,unknown__no_savings,1,good,high
4,Existing_credits_paid_duly_till_now,some,_0to200,Low,ge7_years,radio_television,medium,medium,real_estate,none,yes,Good,own,1,Short,1,management_self_employed_highly_qualified_officer,male_single,high,none,Young,lt100_DM,1,good,medium
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,radio_television,high,short,real_estate,none,yes,Good,rent,1,Short,2,management_self_employed_highly_qualified_officer,male_single,low,none,Young,lt100_DM,2,bad,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_4to7_years,car_new,high,short,real_estate,co_applicant,no,Good,own,1,Short,2,unskilled__resident,male_single,medium,none,Young,unknown__no_savings,1,good,high
2,Existing_credits_paid_duly_till_now,some,No_Checking,Low,_1to4_years,education,high,long,car_or_other,none,yes,Good,own,1,Medium,2,skilled_employee_official,male_married_widowed,low,none,Young,unknown__no_savings,1,good,medium
1,Delay_in_paying_off_in_the_past,good,_0to200,Low,lt1_year,car_used,high,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,2,unskilled__resident,female_divorced_separated_married,low,none,Middle,lt100_DM,1,bad,high
1,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,car_new,high,medium,real_estate,none,yes,Good,own,1,Short,2,unskilled__resident,female_divorced_separated_married,medium,none,Young,unknown__no_savings,1,bad,high
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,_1to4_years,radio_television,medium,medium,real_estate,none,yes,Good,own,2,Medium,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
2,Critical_account__other_credits_elsewhere,some,No_Checking,Low,lt1_year,furniture_equipment,medium,medium,car_or_other,none,yes,Bad,own,1,Short,4,unskilled__resident,female_divorced_separated_married,medium,bank,Young,lt100_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,none,No_Checking,Low,ge7_years,radio_television,high,long,car_or_other,none,yes,Good,own,1,Medium,4,skilled_employee_official,female_divorced_separated_married,high,none,Young,unknown__no_savings,1,good,high
1,Existing_credits_paid_duly_till_now,good,_0to200,Low,ge7_years,business,low,short,real_estate,none,yes,Good,own,1,Short,2,skilled_employee_official,male_divorced_separated,low,none,Young,ge1000_DM,1,good,high
4,All_credits_at_this_bank_paid_duly,good,lt0,Low,_1to4_years,business,low,medium,building_society_savings__life_insurance,none,yes,Bad,rent,1,Short,2,skilled_employee_official,male_single,medium,none,Young,lt100_DM,1,good,medium
1,No_credits_taken__all_paid_duly,none,No_Checking,High,_1to4_years,others,medium,short,building_society_savings__life_insurance,none,no,Bad,own,1,Medium,2,management_self_employed_highly_qualified_officer,female_divorced_separated_married,medium,bank,Young,lt100_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,car_used,medium,long,real_estate,co_applicant,yes,Good,own,1,Short,2,skilled_employee_official,male_single,medium,none,Young,_100to500_DM,2,good,medium
1,Existing_credits_paid_duly_till_now,good,lt0,High,ge7_years,car_new,high,medium,unknown__no_property,none,yes,Bad,own,1,Short,4,management_self_employed_highly_qualified_officer,male_single,medium,bank,Old,lt100_DM,1,bad,medium
1,Existing_credits_paid_duly_till_now,good,lt0,Low,unemployed,furniture_equipment,medium,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,1,skilled_employee_official,male_divorced_separated,medium,none,Young,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,lt0,Low,ge7_years,furniture_equipment,low,long,building_society_savings__life_insurance,none,yes,Bad,rent,1,Short,2,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,lt100_DM,1,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,furniture_equipment,high,medium,unknown__no_property,none,yes,Good,own,2,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,medium
4,Delay_in_paying_off_in_the_past,some,_0to200,High,_4to7_years,radio_television,high,medium,car_or_other,none,yes,Good,own,1,Medium,1,management_self_employed_highly_qualified_officer,male_single,low,none,Young,_500to1000_DM,1,good,medium
3,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,radio_television,low,short,building_society_savings__life_insurance,none,yes,Bad,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,medium,none,Young,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_4to7_years,car_new,medium,short,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,skilled_employee_official,male_single,medium,none,Young,lt100_DM,2,good,medium
2,All_credits_at_this_bank_paid_duly,some,lt0,Medium,lt1_year,furniture_equipment,high,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,1,skilled_employee_official,male_divorced_separated,low,bank,Middle,lt100_DM,1,good,high
4,All_credits_at_this_bank_paid_duly,some,lt0,Low,lt1_year,car_new,medium,long,car_or_other,none,yes,Bad,own,2,Short,2,skilled_employee_official,male_single,medium,bank,Middle,lt100_DM,1,bad,high
4,Critical_account__other_credits_elsewhere,good,lt0,Low,lt1_year,furniture_equipment,high,long,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,lt0,Medium,_4to7_years,car_used,low,medium,unknown__no_property,none,yes,Bad,for_free,3,Medium,4,skilled_employee_official,male_single,low,stores,Middle,lt100_DM,2,bad,medium
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,radio_television,medium,medium,car_or_other,none,yes,Good,own,1,Medium,4,skilled_employee_official,male_single,low,none,Old,unknown__no_savings,1,good,high
4,Delay_in_paying_off_in_the_past,none,lt0,Low,_1to4_years,car_new,medium,medium,real_estate,none,yes,Good,own,2,Short,2,unskilled__resident,male_single,high,none,Middle,lt100_DM,2,good,medium
